,Car id,Condition,Brand,Model,Version,Published date,Kilometers,Price,Year,City,Color,Cylindrical,Box type,Fuel,Accessories,Seller comment,Warranty,Average consumption,Door,Armored,Wheel drive,Colors,Bodywork,Airbag number,Steering system,Gearbox,Engine Displacement,Assembly,Fuel type,Technical details,Url,Motor,Transmisión,Drive train
43,2049264,usado,KIA,Soluto,Desire 1.4 Sedan Manual,2022-05-20,13300,55500000,2020,Bogotá D.C.,Gris,1400,Mecánica,Gasolina,"['Alarma', ' Bloqueo central', ' Radio', ' Radio MP3', ' Vidrios eléctricos', ' Bluetooth', ' Aire Acondicionado Bizona']","ESPECTACULAR KIA SOLUTO 1.4 MECANICO 2020
POCO KILOMETRAJE, ORIGINAL
100% FINANCIACION
PARA MAYOR INFORMACION COMUNICARSE A LOS NUMEROS DE CONTACTO",,,3,N,,,Sedán,,N,,1400,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Potencia (H.P)', 'value': '94/6000'}, {'name': 'Orientación', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '133/4000'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '11.3'}, {'name': 'Motor', 'value': '1.4L DOHC CVVT Dual de 16 Válvulas'}, {'name': 'Cilindrada (c.c³)', 'value': '1368.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'Semi-independiente y eje de torsión'}, {'name': 'Suspensión delantera', 'value': 'IndependienteTipo McPherson con barra estabilizadora'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida Eléctricamente'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': '4.30/1.70/1.46'}, {'name': 'Pasajeros', 'value': '5.00'}, {'name': 'Volúmen del baúl (lts)', 'value': '475.00'}, {'name': 'Peso (kgrs.)', 'value': '1019.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'Asistencia Eléctrica'}, {'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': 'Sedán'}, {'name': 'Colores disponibles', 'value': 'Amarillo'}, {'name': 'Número puertas', 'value': '3'}]}]",https://www.carroya.com/vehiculo/usado/kia/soluto/desire-1.4-sedan-manual/2020/bogota/2049264,"[{'name': 'Potencia (H.P)', 'value': '94/6000'}, {'name': 'Orientación', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '133/4000'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '11.3'}, {'name': 'Motor', 'value': '1.4L DOHC CVVT Dual de 16 Válvulas'}, {'name': 'Cilindrada (c.c³)', 'value': '1368.00'}]","[{'name': 'Tipo de transmisión', 'value': 'Mecánica'}, {'name': 'Cantidad de cambios adelante', 'value': '5.00'}]",
44,2049266,usado,Suzuki,Grand Vitara,2.4 Glx Sport 4x2 5p Automatica,2022-05-20,97000,57500000,2014,Bogotá D.C.,Plateado,2400,Automática,Gasolina,"['Bloqueo central', ' Exploradoras', ' Radio', ' Radio MP3', ' Vidrios eléctricos', ' Bluetooth', ' Aire Acondicionado Bizona']","ESPECTACULAR SUZUKI GRAND VITARA AT 2.4 4X2 2014
POCO KILOMETRAJE, ORIGINAL
100% FINANCIACION
PARA MAYOR INFORMACION COMUNICARSE A LOS NUMEROS DE CONTACTO",,,,N,,,,,N,,2400,,Gasolina,[],https://www.carroya.com/vehiculo/usado/suzuki/grand-vitara/2.4-glx-sport-4x2-5p-automatica/2014/bogota/2049266,,,4x2
45,2049227,usado,KIA,Sportage,2.0 4x2 Automatica Sun Roof,2022-05-20,35200,115000000,2020,Bogotá D.C.,Plateado,2000,Automática,Gasolina,"['Alarma', ' Antena eléctrica', ' Bloqueo central', ' Exploradoras', ' Radio', ' Radio MP3', ' Techo Corredizo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' GPS', ' Aire Acondicionado Bizona', ' Techo Panoramico', ' Sensores Delanteros']","ESPECTACULAR KIA ALL NEW SPORTAGE VIBRANT AT SEC 4X2 2.0 2020
TECHO PANORAMICO EN CRISTAL
POCO KILOMETRAJE, ORIGINAL
100% FINANCIACION 
PARA MAYOR INFORMACION COMUNICARSE A LOS NUMEROS DE CONTACTO",,,,N,,,,,N,,2000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/kia/sportage/2.0-4x2-automatica-sun-roof/2020/bogota/2049227,,,4x2
46,2049249,usado,KIA,Sportage,2.0 4x2 Automatica Sun Roof,2022-05-20,57400,84000000,2016,Bogotá D.C.,Plateado,2000,Automática,Gasolina,"['Bloqueo central', ' Exploradoras', ' Limpiabrisas trasero', ' Radio', ' Techo Corredizo', ' Vidrios eléctricos', ' Sensor de reversa', ' Cámara de reversa', ' Bluetooth', ' Aire Acondicionado Bizona', ' Techo Panoramico']","ESPECTACULAR KIA SPORTAGE REVOLUTION SUMMA AT 4X2 2.0 2016
POCO KILOMETRAJE, ORIGINAL
100% FINANCIACION
PARA MAYOR INFORMACION COMUNICARSE A LOS NUMEROS DE CONTACTO",,,,N,,,,,N,,2000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/kia/sportage/2.0-4x2-automatica-sun-roof/2016/bogota/2049249,,,4x2
47,2048583,usado,Mercedes Benz,Clase M,ML 350,2022-05-20,160000,87000000,2011,Bogotá D.C.,Plateado,3500,Automática,Gasolina,"['Antena eléctrica', ' Bloqueo central', ' Radio', ' Techo Corredizo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Bluetooth', ' Sillas eléctricas', ' Espejos eléctricos', ' Aire Acondicionado Bizona']",N/A,,,,N,,,,,N,,3500,,Gasolina,[],https://www.carroya.com/vehiculo/usado/mercedes-benz/clase-m/ml-350/2011/bogota/2048583,,,
48,2048993,usado,Nissan,Kicks,Advance Aut,2022-05-20,23200,88500000,2021,Bogotá D.C.,Gris,2000,Automática,Gasolina,[],"CONTACTO NAZLY SANCHEZ
 ",,,null,N,,,null,,N,,2000,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Configuración árbol de levas', 'value': 'null'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'null'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': 'null'}, {'name': 'Tipo de frenos traseros', 'value': 'null'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': 'null'}, {'name': 'Tipo Dirección', 'value': 'null'}, {'name': 'Tipo de combustible', 'value': 'null'}, {'name': 'Tipo de caja', 'value': 'null'}, {'name': 'Carrocería', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/nissan/kicks/advance-aut/2021/bogota/2048993,"[{'name': 'Orientación', 'value': 'null'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Configuración árbol de levas', 'value': 'null'}]","[{'name': 'Tipo de transmisión', 'value': 'null'}]",
49,2047294,usado,Suzuki,Celerio,HG,2022-05-20,20230,42500000,2020,Bogotá D.C.,Gris,1000,Mecánica,Gasolina,[],"CONTACTO NAZLY SANCHEZ 3204727499
",,,,N,,,,,N,,1000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/suzuki/celerio/hg/2020/bogota/2047294,,,
50,2040553,usado,Volkswagen,Jetta,Highline 2.5 Aut,2022-05-20,80500,65500000,2016,Bogotá D.C.,Gris,2500,Automática,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']","CONTACTO NAZLY SANCHEZ499
",,,4,N,,,Sedán,,N,,2500,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '14,5'}, {'name': 'Cilindrada (c.c³)', 'value': '2480.00'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '5 en línea'}, {'name': 'Motor', 'value': 'Delantero transversal a gasolina / Eje de Levas de Admisión Posición Variable'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Relación de compresión', 'value': '9,5:1'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '24,4 / 4.250'}, {'name': 'Potencia (H.P)', 'value': '170 / 5.700'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Cantidad de cambios adelante', 'value': '6.00'}, {'name': 'Tipo de transmisión', 'value': 'Automática'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente tipo Mc. Pherson con barra estabilizadora'}, {'name': 'Suspensión trasera', 'value': '4 brazos (Fourlink)'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Discos sólidos'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': ""225/45 R17'' 91W de aleación ligera""}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '1420.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '4,65 / 1,77 / 1,48'}, {'name': 'Volúmen del baúl (lts)', 'value': '510.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Carrocería', 'value': 'Sedán'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Tipo Dirección', 'value': 'null'}, {'name': 'Número puertas', 'value': '4'}]}]",https://www.carroya.com/vehiculo/usado/volkswagen/jetta/highline-2.5-aut/2016/bogota/2040553,"[{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '14,5'}, {'name': 'Cilindrada (c.c³)', 'value': '2480.00'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '5 en línea'}, {'name': 'Motor', 'value': 'Delantero transversal a gasolina / Eje de Levas de Admisión Posición Variable'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Relación de compresión', 'value': '9,5:1'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '24,4 / 4.250'}, {'name': 'Potencia (H.P)', 'value': '170 / 5.700'}]","[{'name': 'Cantidad de cambios adelante', 'value': '6.00'}, {'name': 'Tipo de transmisión', 'value': 'Automática'}]",
51,2048944,usado,Mazda,2,Prime Aut,2022-05-20,13100,63500000,2019,Bogotá D.C.,Blanco,1500,Automática,Gasolina,"['Aire acondicionado', ' Radio', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS  3204727499 NAZLY SANCHEZ ,,,5,N,,, Hatchback,,N,,1500,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Motor', 'value': 'Skyactiv-G 1,5L / S-VT'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '11,6'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Relación de compresión', 'value': '12,0:1'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '14,17/4.000'}, {'name': 'Cilindrada (c.c³)', 'value': '1496.00'}, {'name': 'Potencia (H.P)', 'value': '106/6.000'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '6.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'Amortiguadores telescópicos de doble efecto / Barra de torsión.'}, {'name': 'Suspensión delantera', 'value': 'Independiente tipo McPherson con barra estabilizadora.'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos telescópicos.'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'null'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos traseros', 'value': 'Campanas'}, {'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos', 'value': 'ABS / EBD / BA'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '185/65 R15 88T'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '1020.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '4,06 / 1,69 / 1,50'}, {'name': 'Pasajeros', 'value': '5.00'}, {'name': 'Volúmen del baúl (lts)', 'value': '220.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo Dirección', 'value': 'null'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': ' Hatchback'}]}]",https://www.carroya.com/vehiculo/usado/mazda/2/prime-aut/2019/bogota/2048944,"[{'name': 'Motor', 'value': 'Skyactiv-G 1,5L / S-VT'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 en línea'}, {'name': 'Capacidad del tanque de combustible (Galones)', 'value': '11,6'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Relación de compresión', 'value': '12,0:1'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '4.00'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '14,17/4.000'}, {'name': 'Cilindrada (c.c³)', 'value': '1496.00'}, {'name': 'Potencia (H.P)', 'value': '106/6.000'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}]","[{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '6.00'}]",
52,2045227,usado,Toyota,Rav 4,,2022-05-20,43000,115000000,2018,Bogotá D.C.,Blanco,2000,Automática,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Tapicería en cuero', ' Cámara de reversa', ' Airbags 6', ' Control Descenso']","CONTACTO NAZLY SANCHEZ 3204727499
",,,,N,,,,,N,,2000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/toyota/rav-4/2018/bogota/2045227,,,
53,2049238,usado,KIA,Picanto,Emotion 1.0 Hatchback Manual A.A,2022-05-20,27500,42500000,2019,Bogotá D.C.,Azul,1200,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS 3204727499  NAZLY SANCHEZ ,,,,N,,,,,N,,1200,,Gasolina,[],https://www.carroya.com/vehiculo/usado/kia/picanto/emotion-1.0-hatchback-manual-a.a/2019/bogota/2049238,,,
54,2045927,usado,Mercedes Benz,Clase A,200 Aut,2022-05-20,45900,84000000,2016,Bogotá D.C.,Plateado,1400,Automática,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Bluetooth', ' Airbags 2']",CONTACTANOS   3204727499 NAZLY JOHANNA SANCHEZ ,,,4,N,,,null,,N,,1400,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '13,2\r\n'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '25,5/1.250-4000\r\n'}, {'name': 'Motor', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Cilindrada (c.c³)', 'value': '1595.00'}, {'name': 'Potencia (H.P)', 'value': '153,8/5.300\r\n'}, {'name': 'Velocidad Máxima', 'value': '224'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '10,3:1\r\n'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '7.00'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión delantera', 'value': 'Independiente McPherson\r\n'}, {'name': 'Amortiguadores', 'value': 'Hidráulicos\r\n'}, {'name': 'Suspensión trasera', 'value': 'Independiente \r\n'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Mecánica'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos delanteros', 'value': ' Discos'}, {'name': 'Tipo de frenos traseros', 'value': 'Discos sólidos'}, {'name': 'Tipo de frenos', 'value': 'Hidraúlicos\r\n'}]}, {'autopart': 'Ruedas', 'specifications': [{'name': 'Dimensiones Llanta Delantera', 'value': '225/55'}, {'name': 'Dimensiones Rin', 'value': '16.00'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Peso (kgrs.)', 'value': '1370.00'}, {'name': 'Largo/ancho/alto (mts.)', 'value': '4.292/1.780/1.434\r\n'}, {'name': 'Capacidad de carga', 'value': 'ND'}, {'name': 'Volúmen del baúl (lts)', 'value': '341.00'}, {'name': 'Pasajeros', 'value': '5.00'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Tipo de caja', 'value': 'Automatica'}, {'name': 'Carrocería', 'value': 'null'}, {'name': 'Número puertas', 'value': '4'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/mercedes-benz/clase-a/200-aut/2016/bogota/2045927,"[{'name': 'Capacidad del tanque de combustible (Galones)', 'value': '13,2\r\n'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '25,5/1.250-4000\r\n'}, {'name': 'Motor', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Cilindrada (c.c³)', 'value': '1595.00'}, {'name': 'Potencia (H.P)', 'value': '153,8/5.300\r\n'}, {'name': 'Velocidad Máxima', 'value': '224'}, {'name': 'Orientación', 'value': 'Transversal'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'null'}, {'name': 'Cantidad y configuración de cilindros', 'value': '4 cilindros en línea, 16 válvulas, Turbo\r\n'}, {'name': 'Configuración árbol de levas', 'value': 'DOHC'}, {'name': 'Relación de compresión', 'value': '10,3:1\r\n'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '16.00'}]","[{'name': 'Tipo de transmisión', 'value': 'Automática'}, {'name': 'Cantidad de cambios adelante', 'value': '7.00'}]",
55,2036573,usado,Nissan,Sentra,1.8 Exclusive Automatico,2022-05-20,19050,81500000,2020,Bogotá D.C.,Gris,2000,Automática,Gasolina,"['Air Bag piloto', ' Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio', ' Vidrios eléctricos', ' Tapicería en cuero', ' Bluetooth', ' Sillas eléctricas', ' Espejos eléctricos', ' Aire Acondicionado Bizona', ' Calefacción en Sillas', ' Airbags 2']","CONTACTO NAZLY SANCHEZ499 
 ",,,,N,,,,,N,,2000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/nissan/sentra/1.8-exclusive-automatico/2020/bogota/2036573,,,
56,2047536,usado,Mercedes Benz,Clase B,MT 180,2022-05-20,62980,48500000,2012,Bogotá D.C.,Plateado,1600,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS 3204727499 NAZLY JOHANNA SANCHEZ ,,,,N,,,,,N,,1600,,Gasolina,[],https://www.carroya.com/vehiculo/usado/mercedes-benz/clase-b/mt-180/2012/bogota/2047536,,,
57,2047383,usado,Mazda,CX-5,GRAND TOURING 2.0 4X4 AUT,2022-05-20,68000,75900000,2013,Bogotá D.C.,Blanco,2000,Automática,Gasolina,"['Aire acondicionado', ' Alarma', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Cámara de reversa', ' Bluetooth', ' Airbags 2', ' Apple Car Play']",ACTANOS 3204727499 NAZLY SANCHEZ ,,,,N,,,,,N,,2000,,Gasolina,[],https://www.carroya.com/vehiculo/usado/mazda/cx-5/grand-touring-2.0-4x4-aut/2013/bogota/2047383,,,4x4
58,2047670,usado,Renault,Kwid,Outsider,2022-05-20,3000,48500000,2022,Bogotá D.C.,Dorado,1000,Mecánica,Gasolina,"['Aire acondicionado', ' Bloqueo central', ' Exploradoras', ' Radio CD', ' Rines de lujo', ' Vidrios eléctricos', ' Airbags 2']",CONTACTANOS 3204727499 NAZLY JOHANNA SANCHEZ ,,,5,N,,, Hatchback,,N,,1000,,Gasolina,"[{'autopart': 'Motor', 'specifications': [{'name': 'Orientación', 'value': 'null'}, {'name': 'Velocidad Máxima', 'value': 'N/D'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Cantidad y configuración de cilindros', 'value': '3 en línea'}, {'name': 'Configuración árbol de levas', 'value': 'null'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '93/4250 N·m/rpm'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '12.00'}, {'name': 'Potencia (H.P)', 'value': '67/5500 hp/rpm'}, {'name': 'Cilindrada (c.c³)', 'value': '990.00'}]}, {'autopart': 'Transmisión', 'specifications': [{'name': 'Tipo de transmisión', 'value': 'Mecánica'}]}, {'autopart': 'Suspensiones', 'specifications': [{'name': 'Suspensión trasera', 'value': 'eje rígido con resortes helicoidales'}, {'name': 'Suspensión delantera', 'value': 'independiente tipo McPherson con resortes helicoidales'}]}, {'autopart': 'Dirección', 'specifications': [{'name': 'Sistema de dirección', 'value': 'Asistida'}]}, {'autopart': 'Sistema de Frenos', 'specifications': [{'name': 'Tipo de frenos', 'value': 'Frenos ABS'}, {'name': 'Tipo de frenos delanteros', 'value': 'Discos ventilados'}, {'name': 'Tipo de frenos traseros', 'value': 'Tambor'}]}, {'autopart': 'Dimensiones', 'specifications': [{'name': 'Largo/ancho/alto (mts.)', 'value': 'Largo\t3680 mm\r\nAncho sin espejos\t1586 mm\r\nAncho con espejos\t1752 mm\r\nAlto\t1474 mm\r\n'}, {'name': 'Volúmen del baúl (lts)', 'value': '0.00'}, {'name': 'Peso (kgrs.)', 'value': '760.00'}, {'name': 'Capacidad de carga', 'value': '\t403 kg'}]}, {'autopart': 'Adicional', 'specifications': [{'name': 'Número puertas', 'value': '5'}, {'name': 'Tipo de caja', 'value': 'Mecanica'}, {'name': 'Carrocería', 'value': ' Hatchback'}, {'name': 'Tipo de combustible', 'value': 'Gasolina'}, {'name': 'Tipo Dirección', 'value': 'null'}]}]",https://www.carroya.com/vehiculo/usado/renault/kwid/outsider/2022/bogota/2047670,"[{'name': 'Orientación', 'value': 'null'}, {'name': 'Velocidad Máxima', 'value': 'N/D'}, {'name': 'Tipo de Alimentación Combustible', 'value': 'Inyección Multipunto'}, {'name': 'Cantidad y configuración de cilindros', 'value': '3 en línea'}, {'name': 'Configuración árbol de levas', 'value': 'null'}, {'name': 'Torque (Kg/Rev. x min)', 'value': '93/4250 N·m/rpm'}, {'name': 'Cantidad de válvulas por cilindro', 'value': '12.00'}, {'name': 'Potencia (H.P)', 'value': '67/5500 hp/rpm'}, {'name': 'Cilindrada (c.c³)', 'value': '990.00'}]","[{'name': 'Tipo de transmisión', 'value': 'Mecánica'}]",
